657895.8478520456	4812798.450417651
657897.1831005577	4812800.211042755
657946.4119505286	4812866.868032006
657988.9209586029	4812924.115444784
658007.9805128021	4812950.21426748
658009.9904522793	4812957.63395285
658013.850359583	4812963.723681419
658015.480294854	4812975.163204185
658020.8901014022	4813005.531931537
658020.1900799377	4813017.63144105
658025.9099408011	4813027.30101308
658029.5798453755	4813035.660649933
658028.6698396269	4813043.680327351
658023.719912875	4813051.550034382
658018.4500031314	4813055.709894935
658019.8499537426	4813063.339575042
658023.0798752422	4813068.77933404
658023.5598423018	4813076.90899913
658022.5598147044	4813093.118342504
658012.5299491042	4813113.87755271
658011.5399549748	4813118.48736953
658010.7799329344	4813131.186855463
658007.7399638202	4813140.866477628
658010.6798768878	4813151.096041843
658009.8698493963	4813165.965439097
658011.2698019076	4813172.995143865
658020.3395839859	4813187.37450321
658015.7396263505	4813203.573868004
658009.6596783649	4813226.302974635
658011.1696290085	4813233.172684745
658010.27962568	4813240.232401528
658009.199627666	4813246.84213764
658012.7195310956	4813256.56172029
658016.969418005	4813267.081264991
658018.5093707673	4813273.031013235
658022.1392856049	4813278.040787485
658029.8191100028	4813287.190368693
658031.0590472407	4813300.539816167
658034.1289575936	4813310.859376377
658033.6989442706	4813318.359072404
658030.2089824789	4813328.548676112
658030.8689643742	4813330.298600644
658032.8489145278	4813334.258427853
658035.0588614231	4813337.748272026
658038.7287794361	4813341.448099723
658044.1786618149	4813345.497901859
658052.0084988477	4813349.287702077
658058.568366191	4813351.137588278
658064.1782451972	4813355.187389619
658068.7081434969	4813359.947169083
658076.6079704698	4813366.746844916
658076.2679650275	4813370.926676487
658080.0178385805	4813389.345901753
658075.1379012741	4813400.415477656
658071.5079353971	4813412.924987647
658066.7880119912	4813418.084803845
658064.9780234784	4813426.24448126
658062.7980588222	4813428.624396759
658058.908089987	4813443.923794055
658060.4180406961	4813450.763506006
658063.9679578234	4813455.613286855
658065.3179153174	4813461.163052436
658063.8979074013	4813473.412559463
658068.3977944956	4813482.192174886
658072.8076778206	4813492.871712823
658073.5876459599	4813498.601473903
658073.1376254119	4813508.791060267
658071.4076392802	4813515.46079771
658074.8175501926	4813523.390453747
658079.1574500206	4813528.890203681
658081.3373731982	4813540.789704609
658080.6673495252	4813553.359195273
658078.3573714874	4813561.268885178
658072.6674385393	4813576.208307888
658073.6673857225	4813587.6778329
658076.2973113048	4813595.727489063
658073.0673609435	4813600.287321414
658079.7372018319	4813610.456866941
658079.2471914499	4813617.356587947
658084.3170638196	4813627.326150741
658090.3769207321	4813636.115756567
658092.4668575607	4813643.92542523
658090.9668705177	4813649.405209658
658084.6869822349	4813652.925102389
658079.0470781716	4813657.66494171
658075.2071292999	4813665.734634314
658084.5269237836	4813674.164235322
658091.1867787755	4813679.563975993
658108.8563980314	4813692.523343282
658124.7960673502	4813699.752955002
658145.7456689701	4813696.872951132
658160.8653477416	4813706.40247369
658165.1752635908	4813706.52244388
658170.315155347	4813709.482292941
658178.174973546	4813719.511837055
658184.214832067	4813727.901459275
658187.5747616841	4813729.661367744
658205.3344084169	4813732.511148267
658212.0042630279	4813737.990885416
658215.264179613	4813744.870585439
658220.4240627078	4813750.620320532
658226.2139422094	4813753.420172242
658229.5438738162	4813754.700100628
658232.8038035472	4813757.099983228
658235.0437501012	4813760.479832296
658233.6537604735	4813766.319601852
658235.2037057045	4813774.799246245
658237.6536496019	4813777.659114732
658239.0236143903	4813780.658984776
658241.2835500073	4813787.668684652
658240.1735575842	4813792.558491533
658240.1935313243	4813801.468127296
658239.5135174333	4813810.817749078
658231.7836475419	4813817.657514455
658226.0537327061	4813826.647180101
658233.663536434	4813843.346453299
658234.0735011374	4813852.766066322
658233.2934579152	4813872.81525159
658234.153419246	4813880.394936533
658234.7033701842	4813893.614393148
658235.3433204008	4813906.423865683
658236.7432740674	4813913.013588525
658240.4531687039	4813924.503097167
658242.6631221231	4813925.803031249
658253.3828959165	4813931.982716423
658269.5725890087	4813929.502723897
658273.5325027546	4813932.722569165
658279.8523431728	4813945.402014122
658294.2720140818	4813962.241241633
658304.4217733407	4813977.3205668
658309.8216403961	4813987.010139346
658313.9315367052	4813995.159782553
658314.3915099967	4814001.279529288
658314.1714883534	4814010.239164628
658312.621483247	4814022.358678416
658319.0313039057	4814041.227870166
658327.3811086298	4814052.677353389
658334.050949055	4814062.996893101
658334.2109270273	4814069.486626715
658337.5108235596	4814083.116050717
658349.9605598169	4814090.625671125
658353.7504714028	4814095.715440755
658357.8403784714	4814100.345228103
658355.5204047796	4814106.854975447
658349.9104984246	4814112.104793626
658343.8905991472	4814117.674601003
658341.5706291382	4814122.894401494
658339.0106556184	4814130.914088224
658339.3406219475	4814140.28370356
658340.1305866488	4814147.143418383
658349.130388496	4814155.163038433
658351.6103352924	4814156.902952563
658352.5803047959	4814160.962781315
658351.1903041349	4814170.522398924
658350.1503043163	4814177.302127671
658349.6402695025	4814192.731499762
658347.8202888876	4814198.281284091
658345.7703230688	4814200.191217643
658344.9703194968	4814206.690956615
658345.5602976719	4814210.31080504
658346.0802787539	4814213.360677517
658354.580083447	4814223.760203452
658356.52004197	4814225.130136352
658359.6999740335	4814227.170033975
658360.4599550585	4814228.629970284
658365.6898239013	4814238.879520651
658365.8397964947	4814247.319174921
658368.6597154621	4814256.348789545
658367.2297248677	4814262.678539042
658368.5596643074	4814274.668041482
658371.1795631251	4814291.967319169
658373.8794809555	4814302.156887095
658373.3394751963	4814307.816658811
658374.8794289845	4814313.416421455
658375.309410522	4814316.866277708
658374.9693999932	4814322.766038206
658373.7693147112	4814331.135702962
658368.699479657	4814337.255482916
658369.4094375348	4814347.075077516
658368.8394244313	4814355.334743393
658366.1594288203	4814371.714089179
658363.7994548939	4814378.57382259
658362.979441718	4814388.513420961
658361.1294661321	4814392.543267481
658361.7794403408	4814397.113076527
658365.0393522865	4814405.592710839
658368.849265864	4814409.852514925
658376.7390995569	4814414.322286182
658383.3689379669	4814425.691783477
658385.0488910377	4814430.681569532
658385.4388488268	4814442.571081623
658385.548812418	4814454.380597744
658380.8988775006	4814463.060270255
658375.4489588111	4814471.479957913
658366.1191160323	4814479.729675149
658356.0392879448	4814487.879400474
658355.0393064977	4814488.179394047
658352.8593226741	4814497.229036753
658352.3673563754	4814497.40669008
658353.059315216	4814498.448985869
658353.8492963465	4814499.638932437
658355.4092631738	4814500.658881944
658357.9692099134	4814501.908816277
658365.7590566643	4814502.518745777
658377.3488312826	4814502.658672512
658387.3286334747	4814504.068556927
658394.3584835996	4814508.68832725
658398.2183936748	4814513.748097787
658402.0282988009	4814521.007779341
658402.5882657216	4814528.67746234
658407.2281590309	4814534.367202577
658410.8480849178	4814535.657129225
658416.8379646218	4814537.037037579
658421.2978626282	4814542.366794232
658424.3277815298	4814549.98646519
658425.7577056125	4814566.525780749
658417.287849196	4814573.765534299
658415.0878826298	4814576.935417636
658412.2379205764	4814582.9451885
658410.1379474943	4814587.755003967
658404.678007273	4814603.594388346
658400.0480603472	4814616.303895895
658397.0980752256	4814630.993312805
658395.208095107	4814636.723089329
658391.0581408651	4814648.732622839
658386.488204289	4814657.482292126
658379.4583321055	4814660.472210866
658375.0184084971	4814663.782101304
658367.588537477	4814669.04192928
658363.7485870685	4814677.641600287
658359.3686418145	4814688.091198776
658360.2485994558	4814696.800837613
658363.3885146604	4814705.000484046
658368.3484027694	4814710.340237245
658373.0982819491	4814720.279803465
658373.288254477	4814728.399470441
658380.8680803551	4814737.609049828
658383.1780222855	4814742.208848188
658397.7677131556	4814751.108400088
658407.2475223707	4814753.418250276
658412.5973988352	4814760.167943372
658417.4172626821	4814774.827316122
658421.7771522806	4814783.666929578
658434.5668710345	4814795.056389718
658447.7665802338	4814806.945826966
658452.626484422	4814807.405780225
658459.5063603367	4814804.175872382
658468.2761941401	4814802.745879531
658473.4060837672	4814806.465697495
658479.4859290931	4814818.995150303
658479.1759236911	4814822.94499029
658475.6959723646	4814829.454744412
658478.4959053231	4814833.794550958
658483.1758049127	4814837.094388756
658495.4555378396	4814846.943914991
658506.0853153286	4814852.533624693
658512.2151717709	4814860.92324628
658518.6850129201	4814872.362740993
658520.9249541592	4814877.642512557
658523.6648669601	4814889.342018292
658523.5048331267	4814902.091498159
658515.9749660313	4814906.611357089
658510.905048828	4814911.991166759
658515.7549268706	4814921.640744447
658517.3448791221	4814927.390500036
658517.8748450766	4814935.570162974
658514.1349062629	4814939.510023587
658513.1949072819	4814945.519783269
658512.2548923271	4814956.879324066
658510.5149215427	4814958.459269971
658501.8750790127	4814961.989176108
658497.4351381864	4814971.338819794
658499.6950604302	4814982.978330663
658497.8950766872	4814989.438077458
658497.1350630315	4814999.167684087
658496.0050627199	4815006.847377013
658495.9250628086	4815007.32735773
658493.4250791005	4815018.476916395
658488.8551380639	4815028.706525026
658490.1450981734	4815033.876306398
658489.5251020602	4815036.616198054
658489.6250925043	4815039.29608791
658493.2649871425	4815051.155582011
658495.1549093386	4815065.384989703
658497.6948430364	4815071.194737169
658498.9447973291	4815078.604426798
658500.8947495386	4815082.024275763
658501.0347411201	4815083.914197775
658501.1647275596	4815087.764039837
658503.6546071138	4815112.533012888
658507.6043974251	4815158.441113865
658511.1542104069	4815199.049433935
658515.803973863	4815249.367350225
658515.8739590989	4815254.057158294
658521.2836866882	4815311.634773328
658526.9333875697	4815376.812076929
658532.8130771726	4815444.419279863
658543.4325155073	4815566.824215577
658553.2620231379	4815670.57991757
658560.1416560569	4815750.916594355
658568.0812877623	4815824.653535031
658573.8709894472	4815888.710883185
658577.9707778567	4815934.139003127
658578.5606978554	4815957.708035917
658578.5782388651	4815958.408847804
658579.4306783676	4815958.617994116
658587.8002515874	4816049.594226773
658598.9996674557	4816175.899000032
658603.4994401177	4816223.967009317
658598.6095260987	4816227.126909021
658549.6303965307	4816254.836061094
658487.3415066188	4816289.165020805
658418.0527414179	4816327.183869689
658394.3731620055	4816340.733454014
658364.073649633	4816375.402213379
658361.4536964753	4816376.822170307
658356.7637789373	4816379.702079627
658344.073951144	4816405.301107688
658334.1040942613	4816422.68045528
658333.9540851612	4816426.860285286
658334.8940553316	4816430.810118331
658333.5440755752	4816432.840043343
658325.0242378321	4816433.920048408
658321.5142934348	4816438.309889379
658318.7043275528	4816445.3696175
658319.4742930033	4816452.079338912
658312.3944169038	4816456.709190572
658295.4446876256	4816476.868465474
658286.4648246943	4816489.747991188
658278.2749738341	4816493.107901849
658274.7750267243	4816498.307709731
658267.8351167659	4816513.707120551
658262.6252071842	4816517.397000239
658248.2354745261	4816521.536914203
658245.9254995423	4816528.416646837
658245.2355029901	4816531.82651155
658236.4556353217	4816544.926026977
658230.6457379125	4816548.47591626
658229.7457505578	4816550.175851923
658226.2558007019	4816556.195625799
658227.6657548805	4816562.605355839
658220.2858655126	4816573.794941493
658205.5661445137	4816576.154930563
658196.2963025054	4816583.674676894
658187.1264799902	4816583.944719744
658180.7665805355	4816591.814434813
658168.0167782872	4816608.993806903
658165.2468024852	4816619.173407277
658166.5567322879	4816634.622768194
658171.2166106484	4816645.312303944
658176.4464986746	4816648.882127559
